Info	Severity
3602 > 80 [SYN] Seq=207320288 Win=512 Len=0	1
3603 > 80 [SYN] Seq=645157196 Win=512 Len=0	1
3604 > 80 [SYN] Seq=1236243050 Win=512 Len=0	1
3605 > 80 [SYN] Seq=276770431 Win=512 Len=0	1
3606 > 80 [SYN] Seq=1725491938 Win=512 Len=0	1
3607 > 80 [SYN] Seq=726093914 Win=512 Len=0	1
3608 > 80 [SYN] Seq=1900814391 Win=512 Len=0	1
3609 > 80 [SYN] Seq=1592199513 Win=512 Len=0	1
3610 > 80 [SYN] Seq=570193117 Win=512 Len=0	1
3611 > 80 [SYN] Seq=1806723339 Win=512 Len=0	1
3612 > 80 [SYN] Seq=2006170779 Win=512 Len=0	1
3613 > 80 [SYN] Seq=1002278376 Win=512 Len=0	1
3614 > 80 [SYN] Seq=138510006 Win=512 Len=0	1
3615 > 80 [SYN] Seq=1868229514 Win=512 Len=0	1
3616 > 80 [SYN] Seq=260570102 Win=512 Len=0	1
3617 > 80 [SYN] Seq=706554686 Win=512 Len=0	1
3618 > 80 [SYN] Seq=1232092763 Win=512 Len=0	1
3619 > 80 [SYN] Seq=1962568865 Win=512 Len=0	1
3620 > 80 [SYN] Seq=1682403078 Win=512 Len=0	1
3621 > 80 [SYN] Seq=2070548904 Win=512 Len=0	1
3622 > 80 [SYN] Seq=1304472501 Win=512 Len=0	1
3623 > 80 [SYN] Seq=1110949858 Win=512 Len=0	1
3624 > 80 [SYN] Seq=1126541939 Win=512 Len=0	1
3625 > 80 [SYN] Seq=633751268 Win=512 Len=0	1
3626 > 80 [SYN] Seq=1316349933 Win=512 Len=0	1
3627 > 80 [SYN] Seq=1598301444 Win=512 Len=0	1
3628 > 80 [SYN] Seq=1937067550 Win=512 Len=0	1
3629 > 80 [SYN] Seq=773712872 Win=512 Len=0	1
3630 > 80 [SYN] Seq=537737645 Win=512 Len=0	1
3631 > 80 [SYN] Seq=1693895986 Win=512 Len=0	1
3632 > 80 [SYN] Seq=569618636 Win=512 Len=0	1
3633 > 80 [SYN] Seq=1667193179 Win=512 Len=0	1
3634 > 80 [SYN] Seq=1336809517 Win=512 Len=0	1
3635 > 80 [SYN] Seq=814710699 Win=512 Len=0	1
3636 > 80 [SYN] Seq=377667157 Win=512 Len=0	1
3637 > 80 [SYN] Seq=1751170829 Win=512 Len=0	1
3638 > 80 [SYN] Seq=1366348335 Win=512 Len=0	1
3639 > 80 [SYN] Seq=1124014064 Win=512 Len=0	1
3640 > 80 [SYN] Seq=468883883 Win=512 Len=0	1
3641 > 80 [SYN] Seq=2118634555 Win=512 Len=0	1
3642 > 80 [SYN] Seq=1437538477 Win=512 Len=0	1
3643 > 80 [SYN] Seq=431766426 Win=512 Len=0	1
3644 > 80 [SYN] Seq=103596780 Win=512 Len=0	1
3645 > 80 [SYN] Seq=591539544 Win=512 Len=0	1
3646 > 80 [SYN] Seq=1616340585 Win=512 Len=0	1
3647 > 80 [SYN] Seq=1291086357 Win=512 Len=0	1
3648 > 80 [SYN] Seq=322331546 Win=512 Len=0	1
3649 > 80 [SYN] Seq=2089652565 Win=512 Len=0	1
3650 > 80 [SYN] Seq=2113167334 Win=512 Len=0	1
3651 > 80 [SYN] Seq=2075278932 Win=512 Len=0	1
3652 > 80 [SYN] Seq=1899052615 Win=512 Len=0	1
3653 > 80 [SYN] Seq=741477237 Win=512 Len=0	1
3654 > 80 [SYN] Seq=1860986304 Win=512 Len=0	1
3655 > 80 [SYN] Seq=2089154458 Win=512 Len=0	1
3656 > 80 [SYN] Seq=2059732969 Win=512 Len=0	1
3657 > 80 [SYN] Seq=941588120 Win=512 Len=0	1
3658 > 80 [SYN] Seq=333021357 Win=512 Len=0	1
3659 > 80 [SYN] Seq=23616580 Win=512 Len=0	1
3660 > 80 [SYN] Seq=787086663 Win=512 Len=0	1
3661 > 80 [SYN] Seq=1013685603 Win=512 Len=0	1
3662 > 80 [SYN] Seq=249825737 Win=512 Len=0	1
3663 > 80 [SYN] Seq=1212609349 Win=512 Len=0	1
3664 > 80 [SYN] Seq=1274262324 Win=512 Len=0	1
3665 > 80 [SYN] Seq=1771594177 Win=512 Len=0	1
3666 > 80 [SYN] Seq=1371831961 Win=512 Len=0	1
3667 > 80 [SYN] Seq=452642831 Win=512 Len=0	1
3668 > 80 [SYN] Seq=765197618 Win=512 Len=0	1
