Info	Severity
53 > 51393 [UDP] Seq=0 Win=0 Len=209	0
60665 > 53 [UDP] Seq=0 Win=0 Len=89	0
54644 > 53 [UDP] Seq=0 Win=0 Len=81	0
53 > 60665 [UDP] Seq=0 Win=0 Len=172	0
59472 > 53 [UDP] Seq=0 Win=0 Len=89	0
53 > 59472 [UDP] Seq=0 Win=0 Len=172	0
61298 > 53 [UDP] Seq=0 Win=0 Len=91	0
53 > 61298 [UDP] Seq=0 Win=0 Len=139	0
52360 > 53 [UDP] Seq=0 Win=0 Len=91	0
53 > 52360 [UDP] Seq=0 Win=0 Len=119	0
50370 > 53 [UDP] Seq=0 Win=0 Len=89	0
53 > 54644 [UDP] Seq=0 Win=0 Len=154	0
53 > 50370 [UDP] Seq=0 Win=0 Len=172	0
61738 > 53 [UDP] Seq=0 Win=0 Len=72	0
56193 > 53 [UDP] Seq=0 Win=0 Len=89	0
53 > 61738 [UDP] Seq=0 Win=0 Len=164	0
65119 > 53 [UDP] Seq=0 Win=0 Len=72	0
53 > 56193 [UDP] Seq=0 Win=0 Len=172	0
53 > 65119 [UDP] Seq=0 Win=0 Len=164	0
50207 > 53 [UDP] Seq=0 Win=0 Len=79	0
61034 > 53 [UDP] Seq=0 Win=0 Len=91	0
53 > 50207 [UDP] Seq=0 Win=0 Len=111	0
59318 > 53 [UDP] Seq=0 Win=0 Len=79	0
53 > 61034 [UDP] Seq=0 Win=0 Len=139	0
63257 > 53 [UDP] Seq=0 Win=0 Len=91	0
53 > 63257 [UDP] Seq=0 Win=0 Len=119	0
53057 > 53 [UDP] Seq=0 Win=0 Len=72	0
53 > 53057 [UDP] Seq=0 Win=0 Len=174	0
56069 > 53 [UDP] Seq=0 Win=0 Len=89	0
56790 > 53 [UDP] Seq=0 Win=0 Len=72	0
53 > 56069 [UDP] Seq=0 Win=0 Len=172	0
53 > 56790 [UDP] Seq=0 Win=0 Len=174	0
51571 > 53 [UDP] Seq=0 Win=0 Len=89	0
59450 > 53 [UDP] Seq=0 Win=0 Len=86	0
53 > 59318 [UDP] Seq=0 Win=0 Len=139	0
53 > 59450 [UDP] Seq=0 Win=0 Len=102	0
53 > 51571 [UDP] Seq=0 Win=0 Len=172	0
55355 > 53 [UDP] Seq=0 Win=0 Len=86	0
59261 > 53 [UDP] Seq=0 Win=0 Len=91	0
53 > 59261 [UDP] Seq=0 Win=0 Len=139	0
53 > 55355 [UDP] Seq=0 Win=0 Len=142	0
51091 > 53 [UDP] Seq=0 Win=0 Len=91	0
53 > 51091 [UDP] Seq=0 Win=0 Len=119	0
52994 > 53 [UDP] Seq=0 Win=0 Len=89	0
53 > 52994 [UDP] Seq=0 Win=0 Len=172	0
56195 > 53 [UDP] Seq=0 Win=0 Len=89	0
53 > 56195 [UDP] Seq=0 Win=0 Len=172	0
54127 > 53 [UDP] Seq=0 Win=0 Len=91	0
53 > 54127 [UDP] Seq=0 Win=0 Len=139	0
50943 > 53 [UDP] Seq=0 Win=0 Len=91	0
53 > 50943 [UDP] Seq=0 Win=0 Len=119	0
59131 > 53 [UDP] Seq=0 Win=0 Len=73	0
50467 > 53 [UDP] Seq=0 Win=0 Len=89	0
53 > 59131 [UDP] Seq=0 Win=0 Len=143	0
53 > 50467 [UDP] Seq=0 Win=0 Len=172	0
52661 > 53 [UDP] Seq=0 Win=0 Len=73	0
55680 > 53 [UDP] Seq=0 Win=0 Len=89	0
53 > 52661 [UDP] Seq=0 Win=0 Len=143	0
53 > 55680 [UDP] Seq=0 Win=0 Len=172	0
49819 > 53 [UDP] Seq=0 Win=0 Len=91	0
51375 > 53 [UDP] Seq=0 Win=0 Len=84	0
53 > 49819 [UDP] Seq=0 Win=0 Len=139	0
53 > 51375 [UDP] Seq=0 Win=0 Len=116	0
52430 > 53 [UDP] Seq=0 Win=0 Len=91	0
50578 > 53 [UDP] Seq=0 Win=0 Len=84	0
53 > 52430 [UDP] Seq=0 Win=0 Len=119	0
53 > 50578 [UDP] Seq=0 Win=0 Len=112	0
49165 > 443 [TCP] Seq=3338854998 Win=0 Len=54	0
61340 > 53 [UDP] Seq=0 Win=0 Len=89	0
53 > 61340 [UDP] Seq=0 Win=0 Len=172	0
52935 > 53 [UDP] Seq=0 Win=0 Len=89	0
53 > 52935 [UDP] Seq=0 Win=0 Len=172	0
55723 > 53 [UDP] Seq=0 Win=0 Len=91	0
53 > 55723 [UDP] Seq=0 Win=0 Len=139	0
58118 > 53 [UDP] Seq=0 Win=0 Len=91	0
53 > 58118 [UDP] Seq=0 Win=0 Len=119	0
54367 > 53 [UDP] Seq=0 Win=0 Len=89	0
53 > 54367 [UDP] Seq=0 Win=0 Len=172	0
63750 > 53 [UDP] Seq=0 Win=0 Len=89	0
53 > 63750 [UDP] Seq=0 Win=0 Len=172	0
52172 > 53 [UDP] Seq=0 Win=0 Len=91	0
53 > 52172 [UDP] Seq=0 Win=0 Len=139	0
57672 > 53 [UDP] Seq=0 Win=0 Len=91	0
53 > 57672 [UDP] Seq=0 Win=0 Len=119	0
53839 > 53 [UDP] Seq=0 Win=0 Len=89	0
53 > 53839 [UDP] Seq=0 Win=0 Len=172	0
62605 > 53 [UDP] Seq=0 Win=0 Len=89	0
53 > 62605 [UDP] Seq=0 Win=0 Len=172	0
58435 > 53 [UDP] Seq=0 Win=0 Len=91	0
53 > 58435 [UDP] Seq=0 Win=0 Len=139	0
56735 > 53 [UDP] Seq=0 Win=0 Len=91	0
53 > 56735 [UDP] Seq=0 Win=0 Len=119	0
50379 > 53 [UDP] Seq=0 Win=0 Len=89	0
53 > 50379 [UDP] Seq=0 Win=0 Len=172	0
59825 > 53 [UDP] Seq=0 Win=0 Len=89	0
53 > 59825 [UDP] Seq=0 Win=0 Len=172	0
64311 > 53 [UDP] Seq=0 Win=0 Len=91	0
53 > 64311 [UDP] Seq=0 Win=0 Len=139	0
58013 > 53 [UDP] Seq=0 Win=0 Len=91	0
53 > 58013 [UDP] Seq=0 Win=0 Len=119	0
56979 > 53 [UDP] Seq=0 Win=0 Len=89	0
53 > 56979 [UDP] Seq=0 Win=0 Len=172	0
56460 > 53 [UDP] Seq=0 Win=0 Len=89	0
56460 > 53 [UDP] Seq=0 Win=0 Len=89	0
56460 > 53 [UDP] Seq=0 Win=0 Len=89	0
56460 > 53 [UDP] Seq=0 Win=0 Len=89	0
56460 > 53 [UDP] Seq=0 Win=0 Len=89	0
53 > 56460 [UDP] Seq=0 Win=0 Len=356	0
65342 > 53 [UDP] Seq=0 Win=0 Len=91	0
53 > 65342 [UDP] Seq=0 Win=0 Len=139	0
50734 > 53 [UDP] Seq=0 Win=0 Len=91	0
53 > 50734 [UDP] Seq=0 Win=0 Len=119	0
60210 > 53 [UDP] Seq=0 Win=0 Len=87	0
53 > 60210 [UDP] Seq=0 Win=0 Len=385	0
56333 > 53 [UDP] Seq=0 Win=0 Len=87	0
53 > 56333 [UDP] Seq=0 Win=0 Len=385	0
49935 > 53 [UDP] Seq=0 Win=0 Len=82	0
53 > 49935 [UDP] Seq=0 Win=0 Len=347	0
61213 > 53 [UDP] Seq=0 Win=0 Len=82	0
53 > 61213 [UDP] Seq=0 Win=0 Len=167	0
65023 > 53 [UDP] Seq=0 Win=0 Len=84	0
53 > 65023 [UDP] Seq=0 Win=0 Len=389	0
61012 > 53 [UDP] Seq=0 Win=0 Len=84	0
53 > 61012 [UDP] Seq=0 Win=0 Len=389	0
60227 > 53 [UDP] Seq=0 Win=0 Len=89	0
53 > 60227 [UDP] Seq=0 Win=0 Len=354	0
64059 > 53 [UDP] Seq=0 Win=0 Len=89	0
53 > 64059 [UDP] Seq=0 Win=0 Len=170	0
55806 > 53 [UDP] Seq=0 Win=0 Len=76	0
53 > 55806 [UDP] Seq=0 Win=0 Len=390	0
50388 > 53 [UDP] Seq=0 Win=0 Len=76	0
60979 > 53 [UDP] Seq=0 Win=0 Len=90	0
53 > 50388 [UDP] Seq=0 Win=0 Len=390	0
54525 > 53 [UDP] Seq=0 Win=0 Len=98	0
53 > 60979 [UDP] Seq=0 Win=0 Len=482	0
53 > 54525 [UDP] Seq=0 Win=0 Len=363	0
51408 > 53 [UDP] Seq=0 Win=0 Len=90	0
50497 > 53 [UDP] Seq=0 Win=0 Len=98	0
53 > 51408 [UDP] Seq=0 Win=0 Len=482	0
61153 > 53 [UDP] Seq=0 Win=0 Len=120	0
53 > 61153 [UDP] Seq=0 Win=0 Len=385	0
63282 > 53 [UDP] Seq=0 Win=0 Len=120	0
53 > 50497 [UDP] Seq=0 Win=0 Len=180	0
53 > 63282 [UDP] Seq=0 Win=0 Len=198	0
49194 > 443 [TCP] Seq=2783665424 Win=0 Len=54	0
55657 > 53 [UDP] Seq=0 Win=0 Len=72	0
62275 > 53 [UDP] Seq=0 Win=0 Len=72	0
53 > 55657 [UDP] Seq=0 Win=0 Len=164	0
49308 > 53 [UDP] Seq=0 Win=0 Len=72	0
53 > 62275 [UDP] Seq=0 Win=0 Len=164	0
49956 > 53 [UDP] Seq=0 Win=0 Len=72	0
53 > 49308 [UDP] Seq=0 Win=0 Len=164	0
55165 > 53 [UDP] Seq=0 Win=0 Len=79	0
53 > 49956 [UDP] Seq=0 Win=0 Len=164	0
55205 > 53 [UDP] Seq=0 Win=0 Len=79	0
53 > 55205 [UDP] Seq=0 Win=0 Len=111	0
53 > 55165 [UDP] Seq=0 Win=0 Len=111	0
60169 > 53 [UDP] Seq=0 Win=0 Len=79	0
53 > 60169 [UDP] Seq=0 Win=0 Len=139	0
65519 > 53 [UDP] Seq=0 Win=0 Len=72	0
53 > 65519 [UDP] Seq=0 Win=0 Len=164	0
51262 > 53 [UDP] Seq=0 Win=0 Len=72	0
53 > 51262 [UDP] Seq=0 Win=0 Len=164	0
63396 > 53 [UDP] Seq=0 Win=0 Len=79	0
53 > 63396 [UDP] Seq=0 Win=0 Len=111	0
50015 > 53 [UDP] Seq=0 Win=0 Len=79	0
53 > 50015 [UDP] Seq=0 Win=0 Len=139	0
59920 > 53 [UDP] Seq=0 Win=0 Len=84	0
53 > 59920 [UDP] Seq=0 Win=0 Len=389	0
61552 > 53 [UDP] Seq=0 Win=0 Len=84	0
53 > 61552 [UDP] Seq=0 Win=0 Len=389	0
52669 > 53 [UDP] Seq=0 Win=0 Len=89	0
53 > 52669 [UDP] Seq=0 Win=0 Len=354	0
53482 > 53 [UDP] Seq=0 Win=0 Len=89	0
53 > 53482 [UDP] Seq=0 Win=0 Len=170	0
59955 > 53 [UDP] Seq=0 Win=0 Len=84	0
53 > 59955 [UDP] Seq=0 Win=0 Len=389	0
59165 > 53 [UDP] Seq=0 Win=0 Len=84	0
53 > 59165 [UDP] Seq=0 Win=0 Len=389	0
59041 > 53 [UDP] Seq=0 Win=0 Len=89	0
53 > 59041 [UDP] Seq=0 Win=0 Len=354	0
59676 > 53 [UDP] Seq=0 Win=0 Len=89	0
59676 > 53 [UDP] Seq=0 Win=0 Len=89	0
53 > 59676 [UDP] Seq=0 Win=0 Len=170	0
49321 > 53 [UDP] Seq=0 Win=0 Len=84	0
53 > 49321 [UDP] Seq=0 Win=0 Len=389	0
54103 > 53 [UDP] Seq=0 Win=0 Len=84	0
53 > 54103 [UDP] Seq=0 Win=0 Len=389	0
49478 > 53 [UDP] Seq=0 Win=0 Len=89	0
53 > 49478 [UDP] Seq=0 Win=0 Len=354	0
57721 > 53 [UDP] Seq=0 Win=0 Len=89	0
57721 > 53 [UDP] Seq=0 Win=0 Len=89	0
53 > 57721 [UDP] Seq=0 Win=0 Len=170	0
58168 > 53 [UDP] Seq=0 Win=0 Len=76	0
57759 > 53 [UDP] Seq=0 Win=0 Len=76	0
53 > 58168 [UDP] Seq=0 Win=0 Len=390	0
54524 > 53 [UDP] Seq=0 Win=0 Len=76	0
53 > 57759 [UDP] Seq=0 Win=0 Len=390	0
60900 > 53 [UDP] Seq=0 Win=0 Len=76	0
53 > 54524 [UDP] Seq=0 Win=0 Len=390	0
56034 > 53 [UDP] Seq=0 Win=0 Len=98	0
53 > 60900 [UDP] Seq=0 Win=0 Len=390	0
50082 > 53 [UDP] Seq=0 Win=0 Len=98	0
53 > 56034 [UDP] Seq=0 Win=0 Len=363	0
61688 > 53 [UDP] Seq=0 Win=0 Len=98	0
53 > 50082 [UDP] Seq=0 Win=0 Len=363	0
53 > 61688 [UDP] Seq=0 Win=0 Len=180	0
51990 > 53 [UDP] Seq=0 Win=0 Len=72	0
57925 > 53 [UDP] Seq=0 Win=0 Len=72	0
53 > 51990 [UDP] Seq=0 Win=0 Len=164	0
49310 > 53 [UDP] Seq=0 Win=0 Len=72	0
53 > 57925 [UDP] Seq=0 Win=0 Len=164	0
53 > 49310 [UDP] Seq=0 Win=0 Len=164	0
54965 > 53 [UDP] Seq=0 Win=0 Len=72	0
64850 > 53 [UDP] Seq=0 Win=0 Len=79	0
53 > 54965 [UDP] Seq=0 Win=0 Len=164	0
53 > 64850 [UDP] Seq=0 Win=0 Len=111	0
63541 > 53 [UDP] Seq=0 Win=0 Len=79	0
53 > 63541 [UDP] Seq=0 Win=0 Len=111	0
54248 > 53 [UDP] Seq=0 Win=0 Len=79	0
53 > 54248 [UDP] Seq=0 Win=0 Len=139	0
55470 > 53 [UDP] Seq=0 Win=0 Len=72	0
53 > 55470 [UDP] Seq=0 Win=0 Len=164	0
53196 > 53 [UDP] Seq=0 Win=0 Len=72	0
53 > 53196 [UDP] Seq=0 Win=0 Len=164	0
55072 > 53 [UDP] Seq=0 Win=0 Len=79	0
53 > 55072 [UDP] Seq=0 Win=0 Len=111	0
51130 > 53 [UDP] Seq=0 Win=0 Len=79	0
53 > 51130 [UDP] Seq=0 Win=0 Len=139	0
56350 > 53 [UDP] Seq=0 Win=0 Len=84	0
53 > 56350 [UDP] Seq=0 Win=0 Len=389	0
56347 > 53 [UDP] Seq=0 Win=0 Len=84	0
53 > 56347 [UDP] Seq=0 Win=0 Len=389	0
65148 > 53 [UDP] Seq=0 Win=0 Len=89	0
53 > 65148 [UDP] Seq=0 Win=0 Len=354	0
60269 > 53 [UDP] Seq=0 Win=0 Len=89	0
53 > 60269 [UDP] Seq=0 Win=0 Len=170	0
58693 > 53 [UDP] Seq=0 Win=0 Len=75	0
53 > 58693 [UDP] Seq=0 Win=0 Len=91	0
